question,answer
وين مقعدي؟ رقم تذكرتي T00386؟,تذكرتك T00386 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00386، وين أجلس؟,تذكرتك T00386 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00386?,تذكرتك T00386 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00386?,تذكرتك T00386 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00386، ممكن تقولي وين أجلس؟,تذكرتك T00386 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00535؟,تذكرتك T00535 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00535، وين أجلس؟,تذكرتك T00535 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00535?,تذكرتك T00535 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00535?,تذكرتك T00535 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00535، ممكن تقولي وين أجلس؟,تذكرتك T00535 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00398؟,تذكرتك T00398 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00398، وين أجلس؟,تذكرتك T00398 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00398?,تذكرتك T00398 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00398?,تذكرتك T00398 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00398، ممكن تقولي وين أجلس؟,تذكرتك T00398 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00020؟,تذكرتك T00020 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00020، وين أجلس؟,تذكرتك T00020 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00020?,تذكرتك T00020 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00020?,تذكرتك T00020 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00020، ممكن تقولي وين أجلس؟,تذكرتك T00020 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00513؟,تذكرتك T00513 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00513، وين أجلس؟,تذكرتك T00513 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00513?,تذكرتك T00513 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00513?,تذكرتك T00513 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00513، ممكن تقولي وين أجلس؟,تذكرتك T00513 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00054؟,تذكرتك T00054 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00054، وين أجلس؟,تذكرتك T00054 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00054?,تذكرتك T00054 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00054?,تذكرتك T00054 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00054، ممكن تقولي وين أجلس؟,تذكرتك T00054 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00623؟,تذكرتك T00623 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00623، وين أجلس؟,تذكرتك T00623 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00623?,تذكرتك T00623 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00623?,تذكرتك T00623 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00623، ممكن تقولي وين أجلس؟,تذكرتك T00623 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00880؟,تذكرتك T00880 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00880، وين أجلس؟,تذكرتك T00880 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00880?,تذكرتك T00880 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00880?,تذكرتك T00880 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00880، ممكن تقولي وين أجلس؟,تذكرتك T00880 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00467؟,تذكرتك T00467 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00467، وين أجلس؟,تذكرتك T00467 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00467?,تذكرتك T00467 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00467?,تذكرتك T00467 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00467، ممكن تقولي وين أجلس؟,تذكرتك T00467 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00688؟,تذكرتك T00688 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00688، وين أجلس؟,تذكرتك T00688 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00688?,تذكرتك T00688 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00688?,تذكرتك T00688 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00688، ممكن تقولي وين أجلس؟,تذكرتك T00688 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00465؟,تذكرتك T00465 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00465، وين أجلس؟,تذكرتك T00465 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00465?,تذكرتك T00465 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00465?,تذكرتك T00465 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00465، ممكن تقولي وين أجلس؟,تذكرتك T00465 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00675؟,تذكرتك T00675 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00675، وين أجلس؟,تذكرتك T00675 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00675?,تذكرتك T00675 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00675?,تذكرتك T00675 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00675، ممكن تقولي وين أجلس؟,تذكرتك T00675 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00928؟,تذكرتك T00928 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00928، وين أجلس؟,تذكرتك T00928 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00928?,تذكرتك T00928 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00928?,تذكرتك T00928 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00928، ممكن تقولي وين أجلس؟,تذكرتك T00928 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00814؟,تذكرتك T00814 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00814، وين أجلس؟,تذكرتك T00814 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00814?,تذكرتك T00814 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00814?,تذكرتك T00814 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00814، ممكن تقولي وين أجلس؟,تذكرتك T00814 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00214؟,تذكرتك T00214 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00214، وين أجلس؟,تذكرتك T00214 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00214?,تذكرتك T00214 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00214?,تذكرتك T00214 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00214، ممكن تقولي وين أجلس؟,تذكرتك T00214 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00059؟,تذكرتك T00059 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00059، وين أجلس؟,تذكرتك T00059 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00059?,تذكرتك T00059 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00059?,تذكرتك T00059 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00059، ممكن تقولي وين أجلس؟,تذكرتك T00059 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00637؟,تذكرتك T00637 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00637، وين أجلس؟,تذكرتك T00637 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00637?,تذكرتك T00637 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00637?,تذكرتك T00637 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00637، ممكن تقولي وين أجلس؟,تذكرتك T00637 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00683؟,تذكرتك T00683 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00683، وين أجلس؟,تذكرتك T00683 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00683?,تذكرتك T00683 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00683?,تذكرتك T00683 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00683، ممكن تقولي وين أجلس؟,تذكرتك T00683 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00370؟,تذكرتك T00370 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00370، وين أجلس؟,تذكرتك T00370 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00370?,تذكرتك T00370 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00370?,تذكرتك T00370 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00370، ممكن تقولي وين أجلس؟,تذكرتك T00370 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00997؟,تذكرتك T00997 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00997، وين أجلس؟,تذكرتك T00997 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00997?,تذكرتك T00997 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00997?,تذكرتك T00997 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00997، ممكن تقولي وين أجلس؟,تذكرتك T00997 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00930؟,تذكرتك T00930 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00930، وين أجلس؟,تذكرتك T00930 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00930?,تذكرتك T00930 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00930?,تذكرتك T00930 مخصصة للبلوك B، الصف G، الكرسي 15.
